"","gene_id","gene_symbol"
"50781","ENSG00000270814.1","DMAC1P1"
"50782","ENSG00000270815.1","RP11-56O18.1"
"50783","ENSG00000270816.6","LINC00221"
"50784","ENSG00000270818.1","RP11-498M14.1"
"50785","ENSG00000270820.6","USP34-DT"
"50786","ENSG00000270822.1","RP11-730B22.1"
"50787","ENSG00000270823.1","RP11-2E11.6"
"50788","ENSG00000270824.1","IGHD5OR15-5B"
"50789","ENSG00000270826.1","USP37P1"
"50790","ENSG00000270828.1","RP3-466P17.2"
"50791","ENSG00000270829.1","AC015849.12"
"50792","ENSG00000270830.1","RP11-317O24.3"
"50793","ENSG00000270831.1","NF1P1"
"50794","ENSG00000270832.1","RP1-168P16.3"
"50795","ENSG00000270835.2","AP001425.14"
"50796","ENSG00000270837.1","HNRNPDLP4"
"50797","ENSG00000270838.1","RP5-1004I9.2"
"50798","ENSG00000270839.1","CTC-571O20.1"
"50799","ENSG00000270842.1","RP11-57B24.2"
"50800","ENSG00000270846.1","MYG1P1"
"50801","ENSG00000270849.1","CHCHD2P3"
"50802","ENSG00000270850.1","RP11-395N6.4"
"50803","ENSG00000270852.1","RP11-355I22.8"
"50804","ENSG00000270855.1","ATP7BP1"
"50805","ENSG00000270856.1","RP11-429G17.2"
"50806","ENSG00000270857.1","RP11-757G14.3"
"50807","ENSG00000270858.1","VDAC1P5"
"50808","ENSG00000270859.1","RP11-435I3.1"
"50809","ENSG00000270861.1","KB-1589B1.4"
"50810","ENSG00000270863.1","DDX55P1"
"50811","ENSG00000270864.1","IGHV3OR16-6"
"50812","ENSG00000270865.1","RPL12P48"
"50813","ENSG00000270866.1","RP11-706J10.2"
"50814","ENSG00000270868.1","RP11-864G5.7"
"50815","ENSG00000270870.1","GS1-531I17.2"
"50816","ENSG00000270871.1","AC015849.19"
"50817","ENSG00000270872.2","SRGAP2D"
"50818","ENSG00000270874.1","RPAP2P1"
"50819","ENSG00000270876.1","ZNF30-AS1"
"50820","ENSG00000270878.1","GCATP1"
"50821","ENSG00000270880.1","RP11-255E6.5"
"50822","ENSG00000270882.2","H4C14"
"50823","ENSG00000270883.1","RP11-461L13.5"
"50824","ENSG00000270885.2","RASL10B"
"50825","ENSG00000270889.1","PPP1R14BP4"
"50826","ENSG00000270890.1","RP3-468K18.6"
"50827","ENSG00000270891.1","RP11-499P1.1"
"50828","ENSG00000270892.1","AC006077.4"
"50829","ENSG00000270893.1","RP11-311B14.1"
"50830","ENSG00000270894.1","AC015849.13"
"50831","ENSG00000270896.1","XXbac-BPG170G13.31"
"50832","ENSG00000270897.1","RP11-179A10.3"
"50833","ENSG00000270900.1","NUDT19P4"
"50834","ENSG00000270902.1","RP11-338O1.3"
"50835","ENSG00000270903.1","HNRNPA3P9"
"50836","ENSG00000270904.1","ATP6V1G1P5"
"50837","ENSG00000270906.1","MTND4P35"
"50838","ENSG00000270909.1","RP11-24B13.2"
"50839","ENSG00000270911.1","RP11-272L13.4"
"50840","ENSG00000270912.1","RPS28P1"
"50841","ENSG00000270914.1","RP5-1077B9.5"
"50842","ENSG00000270915.1","H3P8"
"50843","ENSG00000270916.1","RPL12P50"
"50844","ENSG00000270917.1","RP11-27I1.6"
"50845","ENSG00000270919.1","RP11-379K22.3"
"50846","ENSG00000270920.1","MCRIP2P2"
"50847","ENSG00000270921.1","CICP23"
"50848","ENSG00000270923.1","TAS2R6P"
"50849","ENSG00000270924.1","RP11-812E19.13"
"50850","ENSG00000270926.1","RP11-551L14.7"
"50851","ENSG00000270927.1","RP11-179G8.1"
"50852","ENSG00000270929.1","SRD5A3P1"
"50853","ENSG00000270930.1","GRAMD4P8"
"50854","ENSG00000270933.1","CTD-2227E11.1"
"50855","ENSG00000270934.1","RP11-346C16.6"
"50856","ENSG00000270935.1","XXbac-BPGBPG24O18.1"
"50857","ENSG00000270936.1","BPNT2P1"
"50858","ENSG00000270937.1","RP5-856G1.1"
"50859","ENSG00000270938.1","RAP2CP1"
"50860","ENSG00000270941.1","RP5-966M1.5"
"50861","ENSG00000270945.1","HSPE1P7"
"50862","ENSG00000270946.6","CT45A9"
"50863","ENSG00000270947.1","AC025811.3"
"50864","ENSG00000270948.1","MTDHP1"
"50865","ENSG00000270951.1","RP1-309F20.4"
"50866","ENSG00000270953.1","RP11-2E11.9"
"50867","ENSG00000270954.1","RPSAP75"
"50868","ENSG00000270955.1","RP11-261B23.2"
"50869","ENSG00000270956.1","RP11-65L3.4"
"50870","ENSG00000270957.1","RP11-1324A7.2"
"50871","ENSG00000270959.1","LPP-AS2"
"50872","ENSG00000270960.1","RP11-366M4.18"
"50873","ENSG00000270961.1","IGHD5OR15-5A"
"50874","ENSG00000270962.1","RP11-403I13.10"
"50875","ENSG00000270964.1","MAP2K5-DT"
"50876","ENSG00000270965.1","NTAN1P1"
"50877","ENSG00000270966.1","RP11-62H7.3"
"50878","ENSG00000270969.1","CTD-2355J17.2"
"50879","ENSG00000270971.2","REXO1L8P"
"50880","ENSG00000270972.1","RP11-326C3.15"
"50881","ENSG00000270973.1","SMARCE1P7"
"50882","ENSG00000270975.1","MAGOH3P"
"50883","ENSG00000270976.1","RP11-110F24.1"
"50884","ENSG00000270977.2","AC015849.16"
"50885","ENSG00000270978.1","RP11-54C4.2"
"50886","ENSG00000270980.1","RP11-626A5.2"
"50887","ENSG00000270981.1","RP11-550I24.3"
"50888","ENSG00000270982.1","RP11-490D19.11"
"50889","ENSG00000270983.1","RP11-137J7.3"
"50890","ENSG00000270986.1","HMGB1P51"
"50891","ENSG00000270987.1","RP3-467N11.2"
"50892","ENSG00000270988.1","RP11-439C15.5"
"50893","ENSG00000270989.1","RP11-844P9.4"
"50894","ENSG00000270990.1","RP11-632K21.6"
"50895","ENSG00000270992.1","RP11-190G13.4"
"50896","ENSG00000270993.1","RP11-1112G13.3"
"50897","ENSG00000270994.1","RP11-293B7.1"
"50898","ENSG00000270995.1","RP11-29B11.5"
"50899","ENSG00000270996.1","RP11-342K6.4"
"50900","ENSG00000270997.1","RP11-703P11.1"
"50901","ENSG00000270999.1","IGKV1OR2-118"
"50902","ENSG00000271002.1","RP11-599B13.8"
"50903","ENSG00000271003.1","RP11-440D17.1"
"50904","ENSG00000271005.1","CTHRC1P1"
"50905","ENSG00000271009.3","RP11-346C20.4"
"50906","ENSG00000271010.1","CTC-539A10.7"
"50907","ENSG00000271011.1","RP11-171I2.5"
"50908","ENSG00000271013.1","LRRC37A9P"
"50909","ENSG00000271014.1","RP11-717A5.1"
"50910","ENSG00000271015.1","IGKV2OR2-7D"
"50911","ENSG00000271018.1","RP11-60E8.2"
"50912","ENSG00000271021.1","RP5-878I13.2"
"50913","ENSG00000271022.1","RP11-142I2.1"
"50914","ENSG00000271024.1","HSPE1P19"
"50915","ENSG00000271025.1","RP11-708L7.9"
"50916","ENSG00000271026.1","KATNBL1P1"
"50917","ENSG00000271027.1","RP11-463M14.1"
"50918","ENSG00000271028.1","RP11-111A24.2"
"50919","ENSG00000271029.1","RP11-849F2.10"
"50920","ENSG00000271032.1","CTD-2527I21.14"
"50921","ENSG00000271034.1","RP11-963H1.1"
"50922","ENSG00000271035.1","CTD-2269E23.3"
"50923","ENSG00000271036.1","CLPTM1LP1"
"50924","ENSG00000271040.1","TMEM242-DT"
"50925","ENSG00000271041.1","RP6-166C19.18"
"50926","ENSG00000271042.1","RP3-364H10.1"
"50927","ENSG00000271043.2","MTRNR2L2"
"50928","ENSG00000271044.1","RP11-255M6.1"
"50929","ENSG00000271045.1","NDUFB9P1"
"50930","ENSG00000271046.1","RP11-138I18.2"
"50931","ENSG00000271047.1","RP11-760D2.12"
"50932","ENSG00000271048.1","CTD-2342N23.2"
"50933","ENSG00000271049.1","CTD-2553L13.7"
"50934","ENSG00000271052.1","RP11-479I16.2"
"50935","ENSG00000271053.1","RP11-97F8.1"
"50936","ENSG00000271056.1","MRPS22P1"
"50937","ENSG00000271057.1","RP11-747H12.7"
"50938","ENSG00000271063.1","SNRPGP17"
"50939","ENSG00000271064.1","RP11-792A8.3"
"50940","ENSG00000271065.1","SLC4A8-AS1"
"50941","ENSG00000271070.1","GMCL1P2"
"50942","ENSG00000271071.1","RP11-457M11.6"
"50943","ENSG00000271072.1","PHBP20"
"50944","ENSG00000271074.1","RP11-212J19.1"
"50945","ENSG00000271075.1","RP11-589M4.4"
"50946","ENSG00000271077.1","PER3P1"
"50947","ENSG00000271078.1","RP13-395E19.4"
"50948","ENSG00000271079.1","CTAGE15"
"50949","ENSG00000271081.1","HIKESHIP3"
"50950","ENSG00000271086.7","NAMA"
"50951","ENSG00000271088.1","RP11-497J7.4"
"50952","ENSG00000271092.5","TLCD4-RWDD3"
"50953","ENSG00000271093.1","IGLCOR22-2"
"50954","ENSG00000271094.1","RP3-380C13.2"
"50955","ENSG00000271095.1","BNIP3P28"
"50956","ENSG00000271096.1","SUMO2P14"
"50957","ENSG00000271097.1","DBF4P3"
"50958","ENSG00000271098.1","IMMP1LP3"
"50959","ENSG00000271099.1","RP11-809N15.3"
"50960","ENSG00000271100.1","RP11-697H9.5"
"50961","ENSG00000271101.1","RP11-1003J3.1"
"50962","ENSG00000271105.1","SCML2P2"
"50963","ENSG00000271108.1","KATNBL1P5"
"50964","ENSG00000271109.2","CTC-523E23.11"
"50965","ENSG00000271111.1","RP11-409K15.1"
"50966","ENSG00000271113.1","RP11-159H10.4"
"50967","ENSG00000271114.1","RP11-453D21.1"
"50968","ENSG00000271115.1","EIF2S2P7"
"50969","ENSG00000271117.1","RP11-377H23.1"
"50970","ENSG00000271118.1","RP11-175E9.2"
"50971","ENSG00000271119.1","CTD-2012J19.3"
"50972","ENSG00000271121.2","NUDT4P2"
"50973","ENSG00000271122.1","HERPUD2-AS1"
"50974","ENSG00000271123.1","ELOCP5"
"50975","ENSG00000271127.2","LL22NC03-N64E9.2"
"50976","ENSG00000271128.1","CTB-113I20.1"
"50977","ENSG00000271129.1","RP11-123C5.5"
"50978","ENSG00000271130.1","IGHV3OR16-8"
"50979","ENSG00000271131.1","PPIAP75"
"50980","ENSG00000271133.5","ITGB8-AS1"
"50981","ENSG00000271134.1","IFITM3P9"
"50982","ENSG00000271136.1","RP11-320J16.1"
"50983","ENSG00000271137.1","RP5-966M1.4"
"50984","ENSG00000271138.1","IGLVIVOR22-1"
"50985","ENSG00000271140.1","PRR20FP"
"50986","ENSG00000271141.1","RP11-171I2.4"
"50987","ENSG00000271142.1","YWHAQP7"
"50988","ENSG00000271143.1","RP11-12L8.2"
"50989","ENSG00000271146.1","RP11-479F13.1"
"50990","ENSG00000271147.8","ARMCX5-GPRASP2"
"50991","ENSG00000271148.1","RP11-401N18.1"
"50992","ENSG00000271149.1","CTC-457E21.10"
"50993","ENSG00000271150.1","CTD-2571L23.9"
"50994","ENSG00000271151.1","RP11-394I13.2"
"50995","ENSG00000271153.1","RPL23AP88"
"50996","ENSG00000271154.1","RP6-166C19.23"
"50997","ENSG00000271155.1","RP11-435O5.5"
"50998","ENSG00000271156.1","RP11-642C5.1"
"50999","ENSG00000271157.1","RP1-249C1.1"
"51000","ENSG00000271158.1","WDR4P1"
"51001","ENSG00000271159.1","HINT1P2"
"51002","ENSG00000271161.1","BOLA2P2"
"51003","ENSG00000271162.1","RP1-57E3.1"
"51004","ENSG00000271163.1","RP4-607J2.1"
"51005","ENSG00000271164.1","CFAP97P1"
"51006","ENSG00000271166.1","RP11-409O11.3"
"51007","ENSG00000271167.1","LINC01109"
"51008","ENSG00000271171.3","LINC00904"
"51009","ENSG00000271172.1","RP11-660M5.1"
"51010","ENSG00000271173.1","SPRING1P1"
"51011","ENSG00000271174.1","RP11-814M22.2"
"51012","ENSG00000271175.1","RP11-434J24.3"
"51013","ENSG00000271177.1","RP11-575G13.3"
"51014","ENSG00000271178.1","IGHV3OR16-13"
"51015","ENSG00000271179.1","RP11-629P16.1"
"51016","ENSG00000271180.1","COX5AP1"
"51017","ENSG00000271181.1","CTA-221G9.10"
"51018","ENSG00000271182.1","RP11-678G14.5"
"51019","ENSG00000271184.1","RP4-800O15.3"
"51020","ENSG00000271185.1","RP5-855F16.1"
"51021","ENSG00000271187.1","RP11-309H21.4"
"51022","ENSG00000271190.1","RPP40P2"
"51023","ENSG00000271192.1","RP4-555D20.3"
"51024","ENSG00000271194.1","RNF138P2"
"51025","ENSG00000271195.1","RP11-162I7.2"
"51026","ENSG00000271196.1","RP11-461O14.3"
"51027","ENSG00000271198.1","VDAC3P1"
"51028","ENSG00000271199.1","RP13-216E22.5"
"51029","ENSG00000271200.1","PATJ-DT"
"51030","ENSG00000271201.1","AB019440.50"
"51031","ENSG00000271202.1","PRR13P7"
"51032","ENSG00000271204.1","RP11-138A9.1"
"51033","ENSG00000271205.1","RP1-138A5.2"
"51034","ENSG00000271207.1","MTCO1P22"
"51035","ENSG00000271208.1","RP1-142L7.8"
"51036","ENSG00000271209.1","BRDTP1"
"51037","ENSG00000271211.1","RP6-166C19.20"
"51038","ENSG00000271214.1","RP11-9M16.3"
"51039","ENSG00000271215.1","RPL21P136"
"51040","ENSG00000271216.2","LINC01050"
"51041","ENSG00000271218.1","RP3-523E19.2"
"51042","ENSG00000271219.1","RP11-369K17.2"
"51043","ENSG00000271220.2","RP11-478H13.4"
"51044","ENSG00000271222.1","RP11-1072C15.7"
"51045","ENSG00000271225.1","BNIP3P4"
"51046","ENSG00000271227.1","SREK1IP1P2"
"51047","ENSG00000271228.1","CTC-336P14.1"
"51048","ENSG00000271230.1","CTD-2195M18.2"
"51049","ENSG00000271231.1","KRT18P9"
"51050","ENSG00000271232.1","CARS1P1"
"51051","ENSG00000271234.1","RP5-894D12.4"
"51052","ENSG00000271235.1","RP11-1037D22.1"
"51053","ENSG00000271236.1","SUMO2P15"
"51054","ENSG00000271237.1","HMGB1P50"
"51055","ENSG00000271238.1","RP11-510D21.2"
"51056","ENSG00000271239.1","RP11-238F2.1"
"51057","ENSG00000271240.1","RP11-157E21.2"
"51058","ENSG00000271242.1","PRELID3BP2"
"51059","ENSG00000271243.1","RP11-355B11.1"
"51060","ENSG00000271245.1","RP4-761I2.5"
"51061","ENSG00000271248.1","RP11-745K9.2"
"51062","ENSG00000271249.1","DIMT1P1"
"51063","ENSG00000271250.1","RP11-101P17.14"
"51064","ENSG00000271251.1","RP11-543F8.3"
"51065","ENSG00000271252.1","RP11-286B14.2"
"51066","ENSG00000271253.1","CTD-2320J21.1"
"51067","ENSG00000271257.1","CTD-2117L12.3"
"51068","ENSG00000271259.1","RP11-1109F11.5"
"51069","ENSG00000271264.1","MZT1P1"
"51070","ENSG00000271265.1","RP11-230C9.4"
"51071","ENSG00000271266.1","LAPTM4BP2"
"51072","ENSG00000271267.1","RP11-29H23.7"
"51073","ENSG00000271268.1","AC015849.14"
"51074","ENSG00000271269.1","RP11-317P15.6"
"51075","ENSG00000271270.7","TMCC1-DT"
"51076","ENSG00000271271.6","UGT2A2"
"51077","ENSG00000271272.1","RP11-510P12.1"
"51078","ENSG00000271275.1","AC007326.9"
"51079","ENSG00000271277.1","RP11-82O2.2"
"51080","ENSG00000271278.1","ELOCP33"
"51081","ENSG00000271283.1","CTC-412M14.6"
"51082","ENSG00000271284.1","SMIM12P1"
"51083","ENSG00000271286.1","CYTH1P1"
"51084","ENSG00000271287.1","BCRP9"
"51085","ENSG00000271288.1","IGHV1OR15-3"
"51086","ENSG00000271290.1","COPS8P1"
"51087","ENSG00000271291.1","RP11-289I10.3"
"51088","ENSG00000271296.1","H3P19"
"51089","ENSG00000271298.1","RP5-1012F16.2"
"51090","ENSG00000271299.1","CTD-2356P16.6"
"51091","ENSG00000271302.1","RP11-647P12.2"
"51092","ENSG00000271303.2","SRXN1"
"51093","ENSG00000271304.2","DPRXP2"
"51094","ENSG00000271306.1","RAC1P9"
"51095","ENSG00000271307.3","AF146191.8"
"51096","ENSG00000271309.1","RP1-85D24.2"
"51097","ENSG00000271313.1","RP11-736G13.2"
"51098","ENSG00000271314.1","RP11-435O5.6"
"51099","ENSG00000271315.1","WI2-2221J1.1"
"51100","ENSG00000271317.1","IGHD4OR15-4A"
"51101","ENSG00000271318.1","MOB4P2"
"51102","ENSG00000271320.1","RP11-1152H14.1"
"51103","ENSG00000271321.1","CTAGE6"
"51104","ENSG00000271322.1","RP11-390F10.3"
"51105","ENSG00000271327.1","RP11-1109F11.3"
"51106","ENSG00000271328.1","B3GNTL1P2"
"51107","ENSG00000271329.1","RP5-891H21.5"
"51108","ENSG00000271330.1","CTA-298G8.2"
"51109","ENSG00000271332.1","ATP5MGP8"
"51110","ENSG00000271333.1","RP11-382B18.5"
"51111","ENSG00000271334.6","LINC02104"
"51112","ENSG00000271335.6","CCNY-AS1"
"51113","ENSG00000271336.1","IGHD1OR15-1A"
"51114","ENSG00000271337.1","NDE1P2"
"51115","ENSG00000271338.1","RP11-96J19.4"
"51116","ENSG00000271339.1","RP11-1114A5.6"
"51117","ENSG00000271340.1","CTD-2526A2.6"
"51118","ENSG00000271343.1","RP11-435O11.5"
"51119","ENSG00000271344.1","RP11-274B21.9"
"51120","ENSG00000271346.1","RP1-321E8.4"
"51121","ENSG00000271349.1","RP11-44N17.2"
"51122","ENSG00000271350.1","CTD-2384B9.1"
"51123","ENSG00000271351.1","IGKV1OR2-9"
"51124","ENSG00000271353.1","RP11-179H18.8"
"51125","ENSG00000271355.1","RP4-666O22.3"
"51126","ENSG00000271356.1","USP21P2"
"51127","ENSG00000271357.1","RP11-843B15.3"
"51128","ENSG00000271358.1","RP11-241N4.2"
"51129","ENSG00000271360.1","USP6NL-AS1"
"51130","ENSG00000271361.1","HTATSF1P2"
"51131","ENSG00000271362.1","RP3-468B3.4"
"51132","ENSG00000271364.1","RP11-81A1.8"
"51133","ENSG00000271365.1","RP1-85D24.3"
"51134","ENSG00000271366.1","AC002128.5"
"51135","ENSG00000271367.1","RP3-483K16.4"
"51136","ENSG00000271368.1","RP11-10E6.1"
"51137","ENSG00000271369.1","RP11-350D17.3"
"51138","ENSG00000271370.1","RP11-253I19.4"
"51139","ENSG00000271373.1","NANOGP3"
"51140","ENSG00000271375.1","RP11-295P22.2"
"51141","ENSG00000271377.1","IFITM3P8"
"51142","ENSG00000271378.1","RBISP2"
"51143","ENSG00000271379.1","RP11-440G2.2"
"51144","ENSG00000271380.1","RP11-307C12.12"
"51145","ENSG00000271381.2","REXO1L9P"
"51146","ENSG00000271382.1","RP11-1060G2.2"
"51147","ENSG00000271383.8","NBPF19"
"51148","ENSG00000271384.1","RP11-435O5.7"
"51149","ENSG00000271385.1","RP11-108M11.3"
"51150","ENSG00000271386.1","SRGNP1"
"51151","ENSG00000271387.1","C1orf21-DT"
"51152","ENSG00000271389.1","OSBPL9P1"
"51153","ENSG00000271390.1","RP11-89C3.3"
"51154","ENSG00000271392.1","RP1-161P9.5"
"51155","ENSG00000271394.1","7SK"
"51156","ENSG00000271395.2","LINC02336"
"51157","ENSG00000271396.1","RP11-697E2.9"
"51158","ENSG00000271397.1","RP5-1128N12.2"
"51159","ENSG00000271398.1","RP5-1092A3.5"
"51160","ENSG00000271399.1","RP4-799G3.2"
"51161","ENSG00000271400.1","CCDC121P1"
"51162","ENSG00000271401.1","RP11-171I2.3"
"51163","ENSG00000271402.1","IGKV2OR2-2"
"51164","ENSG00000271404.1","MZT1P2"
"51165","ENSG00000271408.1","NAPGP1"
"51166","ENSG00000271409.1","RP11-432J9.3"
"51167","ENSG00000271410.1","RP11-506H20.2"
"51168","ENSG00000271412.1","PRR13P3"
"51169","ENSG00000271413.1","RP11-809F4.4"
"51170","ENSG00000271414.1","RP11-751K21.1"
"51171","ENSG00000271415.1","RPL23AP90"
"51172","ENSG00000271418.1","RP11-582E3.5"
"51173","ENSG00000271419.1","RP4-591B8.3"
"51174","ENSG00000271420.1","RP5-1057J7.7"
"51175","ENSG00000271421.1","RP1-269O5.3"
"51176","ENSG00000271423.1","CYCSP1"
"51177","ENSG00000271424.1","GLRX5P3"
"51178","ENSG00000271425.9","NBPF10"
"51179","ENSG00000271426.1","RP4-718P11.1"
"51180","ENSG00000271427.1","RP11-188D8.1"
"51181","ENSG00000271428.1","MPHOSPH6P1"
"51182","ENSG00000271429.1","RPL17P51"
"51183","ENSG00000271433.1","PPATP2"
"51184","ENSG00000271434.3","RP13-238F13.3"
"51185","ENSG00000271435.1","TEKT4P3"
"51186","ENSG00000271437.1","RP11-295B17.6"
"51187","ENSG00000271439.1","RP11-666A1.7"
"51188","ENSG00000271440.1","RP11-373N24.2"
"51189","ENSG00000271443.1","RP11-541E12.1"
"51190","ENSG00000271447.6","MMP28"
"51191","ENSG00000271449.8","CT45A2"
"51192","ENSG00000271452.1","RP11-342K6.2"
"51193","ENSG00000271454.1","RP11-290L7.5"
"51194","ENSG00000271455.1","RP11-269M20.2"
"51195","ENSG00000271456.1","CTC-661I16.2"
"51196","ENSG00000271457.1","RP11-192B18.1"
"51197","ENSG00000271459.1","RP4-560B9.6"
"51198","ENSG00000271461.1","CKAP2LP1"
"51199","ENSG00000271462.1","RP11-841C19.4"
"51200","ENSG00000271464.1","DPRXP7"
"51201","ENSG00000271465.1","SQSTM1P1"
"51202","ENSG00000271466.1","CICP24"
"51203","ENSG00000271468.1","RP11-14N4.1"
"51204","ENSG00000271474.1","UNC5C-AS1"
"51205","ENSG00000271475.1","RP4-799G3.1"
"51206","ENSG00000271477.1","CTC-447K7.1"
"51207","ENSG00000271480.1","MTND3P19"
"51208","ENSG00000271482.1","CTB-152G17.4"
"51209","ENSG00000271483.1","RP11-384A12.1"
"51210","ENSG00000271484.1","ABI1P1"
"51211","ENSG00000271486.1","NIPA2P3"
"51212","ENSG00000271488.1","RBM11P1"
"51213","ENSG00000271490.1","RP11-60E8.4"
"51214","ENSG00000271491.1","RP11-787P24.4"
"51215","ENSG00000271492.1","MEMO1P5"
"51216","ENSG00000271494.1","CTB-23I7.3"
"51217","ENSG00000271495.1","RP11-666O2.1"
"51218","ENSG00000271496.1","SNRPGP20"
"51219","ENSG00000271498.1","RP11-505K1.1"
"51220","ENSG00000271499.1","CTC-559E9.9"
"51221","ENSG00000271500.1","RP11-288K12.1"
"51222","ENSG00000271502.1","RP6-166C19.17"
"51223","ENSG00000271503.6","CCL5"
"51224","ENSG00000271507.1","RP11-603B24.6"
"51225","ENSG00000271508.1","RP11-73B8.3"
"51226","ENSG00000271509.1","RP11-382A18.3"
"51227","ENSG00000271511.1","RP11-712C19.1"
"51228","ENSG00000271519.1","RP11-307A17.2"
"51229","ENSG00000271522.1","RP11-36B6.1"
"51230","ENSG00000271523.1","RP4-576H24.5"
"51231","ENSG00000271524.1","BNIP3P17"
"51232","ENSG00000271525.1","ARF4P1"
"51233","ENSG00000271526.1","RP4-668E10.2"
"51234","ENSG00000271527.1","RP11-7G12.2"
"51235","ENSG00000271530.1","WBP1LP12"
"51236","ENSG00000271532.1","BBIP1P1"
"51237","ENSG00000271533.1","RP3-368A4.6"
"51238","ENSG00000271536.1","RP11-51I5.1"
"51239","ENSG00000271537.1","RP11-365F18.6"
"51240","ENSG00000271538.6","LINC02427"
"51241","ENSG00000271543.1","RP11-692M12.5"
"51242","ENSG00000271544.1","AC006499.9"
"51243","ENSG00000271546.1","RP4-725K1.1"
"51244","ENSG00000271547.1","RP11-579D7.8"
"51245","ENSG00000271550.1","BNIP3P11"
"51246","ENSG00000271551.2","RP11-230C9.2"
"51247","ENSG00000271553.1","RP11-274B21.10"
"51248","ENSG00000271554.1","RP4-665N4.8"
"51249","ENSG00000271555.1","CTD-3214K23.1"
"51250","ENSG00000271557.1","YPEL5P2"
"51251","ENSG00000271558.1","RP11-445P19.2"
"51252","ENSG00000271559.1","RP11-380N8.6"
"51253","ENSG00000271560.1","KB-1410C5.4"
"51254","ENSG00000271563.1","HIRAP1"
"51255","ENSG00000271564.2","LINC02333"
"51256","ENSG00000271565.1","RP4-775C13.2"
"51257","ENSG00000271567.1","PPIAL4E"
"51258","ENSG00000271568.1","RP11-632K21.7"
"51259","ENSG00000271569.1","IGKV1OR2-6"
"51260","ENSG00000271573.1","RP11-96C23.12"
"51261","ENSG00000271576.1","PRKACB-DT"
"51262","ENSG00000271578.1","RP5-1033H2.1"
"51263","ENSG00000271579.1","RP11-116D17.3"
"51264","ENSG00000271580.1","RP11-536L3.4"
"51265","ENSG00000271581.1","XXbac-BPG248L24.12"
"51266","ENSG00000271582.1","RP11-511P7.4"
"51267","ENSG00000271583.1","RP11-638D14.1"
"51268","ENSG00000271584.2","LINC02550"
"51269","ENSG00000271585.1","SELENOTP2"
"51270","ENSG00000271586.1","RP11-52M17.1"
"51271","ENSG00000271587.1","GS1-531I17.3"
"51272","ENSG00000271588.1","LARP7P1"
"51273","ENSG00000271589.1","RP11-130N24.2"
"51274","ENSG00000271590.1","RP11-181E10.3"
"51275","ENSG00000271595.1","ELOCP35"
"51276","ENSG00000271596.1","RP11-407N8.4"
"51277","ENSG00000271597.1","RP11-85D18.1"
"51278","ENSG00000271598.1","CTD-2542C24.9"
"51279","ENSG00000271600.1","RP11-864G5.8"
"51280","ENSG00000271601.4","LIX1L"
"51281","ENSG00000271602.1","KRT8P49"
"51282","ENSG00000271605.6","MILR1"
"51283","ENSG00000271606.1","RP11-27G13.5"
"51284","ENSG00000271607.1","RP3-418A9.3"
"51285","ENSG00000271608.1","RP11-697G4.4"
"51286","ENSG00000271609.1","CTB-31N19.4"
"51287","ENSG00000271611.1","RP4-813F11.3"
"51288","ENSG00000271612.1","HSPE1P14"
"51289","ENSG00000271614.1","ATP2B1-AS1"
"51290","ENSG00000271615.1","ACTG1P22"
"51291","ENSG00000271616.1","RP11-578F21.13"
"51292","ENSG00000271618.1","RP11-175G14.2"
"51293","ENSG00000271620.1","IGHV3OR16-7"
"51294","ENSG00000271621.1","RP11-60E8.3"
"51295","ENSG00000271623.1","RP11-435I10.5"
"51296","ENSG00000271624.1","RP11-651K21.1"
"51297","ENSG00000271625.1","PSMA6P4"
"51298","ENSG00000271626.1","H3P42"
"51299","ENSG00000271627.1","NKAIN1P2"
"51300","ENSG00000271629.1","RP11-79J24.1"
"51301","ENSG00000271631.1","RP11-408O19.5"
"51302","ENSG00000271632.1","RP11-496I2.7"
"51303","ENSG00000271635.1","DBF4P2"
"51304","ENSG00000271638.1","BNIP3P19"
"51305","ENSG00000271639.1","PPFIA1P1"
"51306","ENSG00000271642.1","MARK3P1"
"51307","ENSG00000271643.2","PDCD6IP-DT"
"51308","ENSG00000271644.1","RP3-365I19.2"
"51309","ENSG00000271646.1","IRF2-DT"
"51310","ENSG00000271647.1","KRT8P47"
"51311","ENSG00000271650.1","AL031601.4"
"51312","ENSG00000271652.1","RP11-168P6.2"
"51313","ENSG00000271653.1","RP11-259K5.1"
"51314","ENSG00000271654.1","RP11-685B14.3"
"51315","ENSG00000271655.1","BNIP3P35"
"51316","ENSG00000271656.1","RP11-114N19.5"
"51317","ENSG00000271657.1","RP11-270B14.1"
"51318","ENSG00000271659.1","RP11-435O5.4"
"51319","ENSG00000271660.1","RP1-73A14.2"
"51320","ENSG00000271661.1","BNIP3P36"
"51321","ENSG00000271662.1","RP11-141C7.3"
"51322","ENSG00000271664.1","RP4-800G7.3"
"51323","ENSG00000271666.1","CTC-523E23.9"
"51324","ENSG00000271667.1","RP11-338I24.1"
"51325","ENSG00000271670.1","RP11-95I16.4"
"51326","ENSG00000271671.1","RP11-598F17.2"
"51327","ENSG00000271672.1","DUXAP8"
"51328","ENSG00000271676.1","RP11-1E1.2"
"51329","ENSG00000271677.1","RP1-274L7.3"
"51330","ENSG00000271679.1","LSM1P2"
"51331","ENSG00000271680.1","RP11-564A8.8"
"51332","ENSG00000271681.1","RP11-1259L22.2"
"51333","ENSG00000271682.1","RP11-393B14.2"
"51334","ENSG00000271686.1","TNPO3P1"
